Serial,Potential(V),Current (uA),pH,Temperature,GLUCOSE
7489,0.691137,71.34479168,8.5,25,0.15mM
7490,0.701144,70.79304072,8.5,25,0.15mM
7491,0.711152,70.79135428,8.5,25,0.15mM
7492,0.72116,71.0262159,8.5,25,0.15mM
7493,0.731168,71.07445063,8.5,25,0.15mM
7494,0.741176,71.19995914,8.5,25,0.15mM
7495,0.751183,71.34592195,8.5,25,0.15mM
7496,0.761191,71.70330302,8.5,25,0.15mM
7497,0.771199,72.17567574,8.5,25,0.15mM
7498,0.781207,72.69856983,8.5,25,0.15mM
7499,0.791214,73.34567209,8.5,25,0.15mM
7500,0.801222,74.159464,8.5,25,0.15mM
7501,-0.599966,2.65427,5.5,45,0.1mM
7502,-0.589958,1.51678,5.5,45,0.1mM
7503,-0.57995,2.84391,5.5,45,0.1mM
7504,-0.569943,2.84391,5.5,45,0.1mM
7505,-0.559935,0.758445,5.5,45,0.1mM
7506,-0.549927,52.5177,5.5,45,0.1mM
7507,-0.539919,147.599,5.5,45,0.1mM
7508,-0.529911,234.433,5.5,45,0.1mM
7509,-0.519904,313.494,5.5,45,0.1mM
7510,-0.509896,387.057,5.5,45,0.1mM
7511,-0.499888,468.203,5.5,45,0.1mM
7512,-0.48988,539.965,5.5,45,0.1mM
7513,-0.479872,599.403,5.5,45,0.1mM
7514,-0.469865,668.226,5.5,45,0.1mM
7515,-0.459857,733.446,5.5,45,0.1mM
7516,-0.449849,796.771,5.5,45,0.1mM
7517,-0.439841,854.692,5.5,45,0.1mM
7518,-0.429834,915.172,5.5,45,0.1mM
7519,-0.419826,972.146,5.5,45,0.1mM
7520,-0.409818,1030.45,5.5,45,0.1mM
7521,-0.39981,1053.96,5.5,45,0.1mM
7522,-0.389802,1045.05,5.5,45,0.1mM
7523,-0.379795,1038.98,5.5,45,0.1mM
7524,-0.369787,1027.7,5.5,45,0.1mM
7525,-0.359779,1016.8,5.5,45,0.1mM
7526,-0.349771,1005.8,5.5,45,0.1mM
7527,-0.339764,995.181,5.5,45,0.1mM
7528,-0.329756,984.564,5.5,45,0.1mM
7529,-0.319748,977.644,5.5,45,0.1mM
7530,-0.30974,968.828,5.5,45,0.1mM
7531,-0.299732,964.183,5.5,45,0.1mM
7532,-0.289725,954.418,5.5,45,0.1mM
7533,-0.279717,945.602,5.5,45,0.1mM
7534,-0.269709,938.682,5.5,45,0.1mM
7535,-0.259701,930.245,5.5,45,0.1mM
7536,-0.249694,922.756,5.5,45,0.1mM
7537,-0.239686,916.5,5.5,45,0.1mM
7538,-0.229678,911.76,5.5,45,0.1mM
7539,-0.21967,908.063,5.5,45,0.1mM
7540,-0.209662,905.314,5.5,45,0.1mM
7541,-0.199655,904.555,5.5,45,0.1mM
7542,-0.189647,905.787,5.5,45,0.1mM
7543,-0.179639,908.916,5.5,45,0.1mM
7544,-0.169631,915.078,5.5,45,0.1mM
7545,-0.159624,924.368,5.5,45,0.1mM
7546,-0.149616,936.881,5.5,45,0.1mM
7547,-0.139608,951.859,5.5,45,0.1mM
7548,-0.129601,969.396,5.5,45,0.1mM
7549,-0.119593,990.157,5.5,45,0.1mM
7550,-0.109585,1014.71,5.5,45,0.1mM
7551,-0.0995774,1043.24,5.5,45,0.1mM
7552,-0.0895696,1075.48,5.5,45,0.1mM
7553,-0.0795618,1110.93,5.5,45,0.1mM
7554,-0.0695541,1148.56,5.5,45,0.1mM
7555,-0.0595463,1186.1,5.5,45,0.1mM
7556,-0.0495385,1219.95,5.5,45,0.1mM
7557,-0.0395307,1252.75,5.5,45,0.1mM
7558,-0.0295229,1281.56,5.5,45,0.1mM
7559,-0.0195152,1300.81,5.5,45,0.1mM
7560,-0.00950739,1302.8,5.5,45,0.1mM
7561,0.000500388,1303.94,5.5,45,0.1mM
7562,0.0105082,1305.36,5.5,45,0.1mM
7563,0.0205159,1300.24,5.5,45,0.1mM
7564,0.0305237,1278.44,5.5,45,0.1mM
7565,0.0405315,1256.35,5.5,45,0.1mM
7566,0.0505393,1233.69,5.5,45,0.1mM
7567,0.0605471,1220.89,5.5,45,0.1mM
7568,0.0705548,1208.95,5.5,45,0.1mM
7569,0.0805626,1196.91,5.5,45,0.1mM
7570,0.0905704,1185.06,5.5,45,0.1mM
7571,0.100578,1171.69,5.5,45,0.1mM
7572,0.110586,1159.37,5.5,45,0.1mM
7573,0.120594,1146.76,5.5,45,0.1mM
7574,0.130602,1134.34,5.5,45,0.1mM
7575,0.140609,1124.96,5.5,45,0.1mM
7576,0.150617,1114.82,5.5,45,0.1mM
7577,0.160624,1103.44,5.5,45,0.1mM
7578,0.170632,1087.23,5.5,45,0.1mM
7579,0.18064,1059.55,5.5,45,0.1mM
7580,0.190648,1016.23,5.5,45,0.1mM
7581,0.200655,972.714,5.5,45,0.1mM
7582,0.210663,929.108,5.5,45,0.1mM
7583,0.220671,888.534,5.5,45,0.1mM
7584,0.230679,852.796,5.5,45,0.1mM
7585,0.240687,810.232,5.5,45,0.1mM
7586,0.250694,766.056,5.5,45,0.1mM
7587,0.260702,725.768,5.5,45,0.1mM
7588,0.27071,685.194,5.5,45,0.1mM
7589,0.280718,644.242,5.5,45,0.1mM
7590,0.290725,604.711,5.5,45,0.1mM
7591,0.300733,566.129,5.5,45,0.1mM
7592,0.310741,527.546,5.5,45,0.1mM
7593,0.320749,487.921,5.5,45,0.1mM
7594,0.330757,449.433,5.5,45,0.1mM
7595,0.340764,411.609,5.5,45,0.1mM
7596,0.350772,379.283,5.5,45,0.1mM
7597,0.36078,342.881,5.5,45,0.1mM
7598,0.370788,307.712,5.5,45,0.1mM
7599,0.380795,275.48,5.5,45,0.1mM
7600,0.390803,232.063,5.5,45,0.1mM
7601,0.400811,194.429,5.5,45,0.1mM
7602,0.410819,150.727,5.5,45,0.1mM
7603,0.420827,109.301,5.5,45,0.1mM
7604,0.430834,65.1257,5.5,45,0.1mM
7605,0.440842,21.8982,5.5,45,0.1mM
7606,0.45085,-5.02425,5.5,45,0.1mM
7607,0.460858,-3.31795,5.5,45,0.1mM
7608,0.470866,-2.36987,5.5,45,0.1mM
7609,0.480873,-2.46474,5.5,45,0.1mM
7610,0.490881,-1.61154,5.5,45,0.1mM
7611,0.500889,-1.61154,5.5,45,0.1mM
7612,0.510897,-1.35085,5.5,45,0.1mM
7613,0.520904,-1.13749,5.5,45,0.1mM
7614,0.530912,-1.04285,5.5,45,0.1mM
7615,0.54092,-0.94797,5.5,45,0.1mM
7616,0.550928,-0.853207,5.5,45,0.1mM
7617,0.560936,-0.758329,5.5,45,0.1mM
7618,0.570943,-0.758329,5.5,45,0.1mM
7619,0.580951,-0.379164,5.5,45,0.1mM
7620,0.590959,-0.284402,5.5,45,0.1mM
7621,0.600967,0.758445,5.5,45,0.1mM
7622,-0.599966,3.31784,5.5,35,0.1mM
7623,-0.589958,0.379164,5.5,35,0.1mM
7624,-0.57995,2.08558,5.5,35,0.1mM
7625,-0.569943,2.55951,5.5,35,0.1mM
7626,-0.559935,-0.758329,5.5,35,0.1mM
7627,-0.549927,75.5534,5.5,35,0.1mM
7628,-0.539919,122.194,5.5,35,0.1mM
7629,-0.529911,184.38,5.5,35,0.1mM
7630,-0.519904,290.079,5.5,35,0.1mM
7631,-0.509896,367.339,5.5,35,0.1mM
7632,-0.499888,436.731,5.5,35,0.1mM
7633,-0.48988,509.061,5.5,35,0.1mM
7634,-0.479872,574.471,5.5,35,0.1mM
7635,-0.469865,598.834,5.5,35,0.1mM
7636,-0.459857,672.397,5.5,35,0.1mM
7637,-0.449849,734.11,5.5,35,0.1mM
7638,-0.439841,794.496,5.5,35,0.1mM
7639,-0.429834,854.692,5.5,35,0.1mM
7640,-0.419826,912.897,5.5,35,0.1mM
7641,-0.409818,965.225,5.5,35,0.1mM
7642,-0.39981,1023.15,5.5,35,0.1mM
7643,-0.389802,1051.78,5.5,35,0.1mM
7644,-0.379795,1038.5,5.5,35,0.1mM
7645,-0.369787,1030.54,5.5,35,0.1mM
7646,-0.359779,1022.67,5.5,35,0.1mM
7647,-0.349771,1012.62,5.5,35,0.1mM
7648,-0.339764,1010.16,5.5,35,0.1mM
7649,-0.329756,994.518,5.5,35,0.1mM
7650,-0.319748,983.332,5.5,35,0.1mM
7651,-0.30974,976.411,5.5,35,0.1mM
7652,-0.299732,983.782,5.5,35,0.1mM
7653,-0.289725,994.423,5.5,35,0.1mM
7654,-0.279717,980.962,5.5,35,0.1mM
7655,-0.269709,971.103,5.5,35,0.1mM
7656,-0.259701,960.865,5.5,35,0.1mM
7657,-0.249694,952.238,5.5,35,0.1mM
7658,-0.239686,944.939,5.5,35,0.1mM
7659,-0.229678,940.104,5.5,35,0.1mM
7660,-0.21967,936.786,5.5,35,0.1mM
7661,-0.209662,932.9,5.5,35,0.1mM
7662,-0.199655,932.236,5.5,35,0.1mM
7663,-0.189647,935.364,5.5,35,0.1mM
7664,-0.179639,939.82,5.5,35,0.1mM
7665,-0.169631,945.697,5.5,35,0.1mM
7666,-0.159624,954.229,5.5,35,0.1mM
7667,-0.149616,967.406,5.5,35,0.1mM
7668,-0.139608,982.668,5.5,35,0.1mM
7669,-0.129601,1001.34,5.5,35,0.1mM
7670,-0.119593,1023.43,5.5,35,0.1mM
7671,-0.109585,1051.68,5.5,35,0.1mM
7672,-0.0995774,1078.7,5.5,35,0.1mM
7673,-0.0895696,1111.78,5.5,35,0.1mM
7674,-0.0795618,929.487,5.5,35,0.1mM
7675,-0.0695541,1103.72,5.5,35,0.1mM
7676,-0.0595463,1214.16,5.5,35,0.1mM
7677,-0.0495385,1268.96,5.5,35,0.1mM
7678,-0.0395307,1309.72,5.5,35,0.1mM
7679,-0.0295229,1344.23,5.5,35,0.1mM
7680,-0.0195152,1368.21,5.5,35,0.1mM
7681,-0.00950739,1370.01,5.5,35,0.1mM
7682,0.000500388,1358.26,5.5,35,0.1mM
7683,0.0105082,1339.96,5.5,35,0.1mM
7684,0.0205159,1319.86,5.5,35,0.1mM
7685,0.0305237,1315.41,5.5,35,0.1mM
7686,0.0405315,1310.76,5.5,35,0.1mM
7687,0.0505393,1308.39,5.5,35,0.1mM
7688,0.0605471,1291.8,5.5,35,0.1mM
7689,0.0705548,1279.57,5.5,35,0.1mM
7690,0.0805626,1267.44,5.5,35,0.1mM
7691,0.0905704,1234.54,5.5,35,0.1mM
7692,0.100578,1184.11,5.5,35,0.1mM
7693,0.110586,1157.1,5.5,35,0.1mM
7694,0.120594,1106.28,5.5,35,0.1mM
7695,0.130602,1089.79,5.5,35,0.1mM
7696,0.140609,1074.34,5.5,35,0.1mM
7697,0.150617,1052.91,5.5,35,0.1mM
7698,0.160624,1038.69,5.5,35,0.1mM
7699,0.170632,1031.39,5.5,35,0.1mM
7700,0.18064,1024.66,5.5,35,0.1mM
7701,0.190648,981.625,5.5,35,0.1mM
7702,0.200655,941.147,5.5,35,0.1mM
7703,0.210663,899.341,5.5,35,0.1mM
7704,0.220671,859.242,5.5,35,0.1mM
7705,0.230679,822.176,5.5,35,0.1mM
7706,0.240687,784.352,5.5,35,0.1mM
7707,0.250694,745.865,5.5,35,0.1mM
7708,0.260702,706.998,5.5,35,0.1mM
7709,0.27071,667.183,5.5,35,0.1mM
7710,0.280718,628.126,5.5,35,0.1mM
7711,0.290725,588.217,5.5,35,0.1mM
7712,0.300733,548.876,5.5,35,0.1mM
7713,0.310741,510.388,5.5,35,0.1mM
7714,0.320749,478.821,5.5,35,0.1mM
7715,0.330757,439.764,5.5,35,0.1mM
7716,0.340764,400.897,5.5,35,0.1mM
7717,0.350772,364.59,5.5,35,0.1mM
7718,0.36078,324.585,5.5,35,0.1mM
7719,0.370788,285.718,5.5,35,0.1mM
7720,0.380795,246.188,5.5,35,0.1mM
7721,0.390803,207.511,5.5,35,0.1mM
7722,0.400811,168.17,5.5,35,0.1mM
7723,0.410819,131.768,5.5,35,0.1mM
7724,0.420827,103.993,5.5,35,0.1mM
7725,0.430834,56.0251,5.5,35,0.1mM
7726,0.440842,31.4728,5.5,35,0.1mM
7727,0.45085,-6.06698,5.5,35,0.1mM
7728,0.460858,-3.60236,5.5,35,0.1mM
7729,0.470866,-2.36998,5.5,35,0.1mM
7730,0.480873,-3.79188,5.5,35,0.1mM
7731,0.490881,-0.853207,5.5,35,0.1mM
7732,0.500889,-2.46474,5.5,35,0.1mM
7733,0.510897,-1.51678,5.5,35,0.1mM
7734,0.520904,-0.947969,5.5,35,0.1mM
7735,0.530912,-1.09017,5.5,35,0.1mM
7736,0.54092,-0.947969,5.5,35,0.1mM
7737,0.550928,-0.947969,5.5,35,0.1mM
7738,0.560936,-0.568805,5.5,35,0.1mM
7739,0.570943,-0.473926,5.5,35,0.1mM
7740,0.580951,-0.568805,5.5,35,0.1mM
7741,0.590959,-0.568805,5.5,35,0.1mM
7742,0.600967,-0.18964,5.5,35,0.1mM
7743,-0.599966,3.31784,5.5,25,0.1mM
7744,-0.589958,27.7090936,5.5,25,0.1mM
7745,-0.57995,51.82699841,5.5,25,0.1mM
7746,-0.569943,78.67955177,5.5,25,0.1mM
7747,-0.559935,110.8185631,5.5,25,0.1mM
7748,-0.549927,152.9458843,5.5,25,0.1mM
7749,-0.539919,204.4539882,5.5,25,0.1mM
7750,-0.529911,262.0960231,5.5,25,0.1mM
7751,-0.519904,318.9770654,5.5,25,0.1mM
7752,-0.509896,376.1508325,5.5,25,0.1mM
7753,-0.499888,436.9684068,5.5,25,0.1mM
7754,-0.48988,500.1232112,5.5,25,0.1mM
7755,-0.479872,563.7429234,5.5,25,0.1mM
7756,-0.469865,627.0150797,5.5,25,0.1mM
7757,-0.459857,691.6205962,5.5,25,0.1mM
7758,-0.449849,752.4498833,5.5,25,0.1mM
7759,-0.439841,808.5602435,5.5,25,0.1mM
7760,-0.429834,858.4222045,5.5,25,0.1mM
7761,-0.419826,900.4392033,5.5,25,0.1mM
7762,-0.409818,934.2068714,5.5,25,0.1mM
7763,-0.39981,961.1541714,5.5,25,0.1mM
7764,-0.389802,979.6967876,5.5,25,0.1mM
7765,-0.379795,991.7650015,5.5,25,0.1mM
7766,-0.369787,1000.862604,5.5,25,0.1mM
7767,-0.359779,1006.686014,5.5,25,0.1mM
7768,-0.349771,1009.37888,5.5,25,0.1mM
7769,-0.339764,1009.467102,5.5,25,0.1mM
7770,-0.329756,1007.009238,5.5,25,0.1mM
7771,-0.319748,1003.520756,5.5,25,0.1mM
7772,-0.30974,999.050742,5.5,25,0.1mM
7773,-0.299732,993.7488782,5.5,25,0.1mM
7774,-0.289725,986.7311042,5.5,25,0.1mM
7775,-0.279717,977.882331,5.5,25,0.1mM
7776,-0.269709,969.4805043,5.5,25,0.1mM
7777,-0.259701,961.4867147,5.5,25,0.1mM
7778,-0.249694,954.1441239,5.5,25,0.1mM
7779,-0.239686,947.7036043,5.5,25,0.1mM
7780,-0.229678,942.291608,5.5,25,0.1mM
7781,-0.21967,938.3413625,5.5,25,0.1mM
7782,-0.209662,935.9414948,5.5,25,0.1mM
7783,-0.199655,946.2255596,5.5,25,0.1mM
7784,-0.189647,948.2127415,5.5,25,0.1mM
7785,-0.179639,947.7639066,5.5,25,0.1mM
7786,-0.169631,949.3227027,5.5,25,0.1mM
7787,-0.159624,954.1557521,5.5,25,0.1mM
7788,-0.149616,962.6782144,5.5,25,0.1mM
7789,-0.139608,975.2678593,5.5,25,0.1mM
7790,-0.129601,992.8352324,5.5,25,0.1mM
7791,-0.119593,1015.30816,5.5,25,0.1mM
7792,-0.109585,1041.980984,5.5,25,0.1mM
7793,-0.0995774,1071.501587,5.5,25,0.1mM
7794,-0.0895696,1102.250107,5.5,25,0.1mM
7795,-0.0795618,1132.998135,5.5,25,0.1mM
7796,-0.0695541,1182.914237,5.5,25,0.1mM
7797,-0.0595463,1220.862059,5.5,25,0.1mM
7798,-0.0495385,1250.027601,5.5,25,0.1mM
7799,-0.0395307,1273.845523,5.5,25,0.1mM
7800,-0.0295229,1293.537717,5.5,25,0.1mM
7801,-0.0195152,1309.286278,5.5,25,0.1mM
7802,-0.00950739,1319.503436,5.5,25,0.1mM
7803,0.000500388,1326.625266,5.5,25,0.1mM
7804,0.0105082,1329.332119,5.5,25,0.1mM
7805,0.0205159,1328.114018,5.5,25,0.1mM
7806,0.0305237,1323.490417,5.5,25,0.1mM
7807,0.0405315,1313.69449,5.5,25,0.1mM
7808,0.0505393,1298.450597,5.5,25,0.1mM
7809,0.0605471,1279.203081,5.5,25,0.1mM
7810,0.0705548,1259.145311,5.5,25,0.1mM
7811,0.0805626,1237.415541,5.5,25,0.1mM
7812,0.0905704,1213.900542,5.5,25,0.1mM
7813,0.100578,1190.266855,5.5,25,0.1mM
7814,0.110586,1168.009662,5.5,25,0.1mM
7815,0.120594,1145.182619,5.5,25,0.1mM
7816,0.130602,1124.008423,5.5,25,0.1mM
7817,0.140609,1101.528309,5.5,25,0.1mM
7818,0.150617,1077.560049,5.5,25,0.1mM
7819,0.160624,1052.459124,5.5,25,0.1mM
7820,0.170632,1025.38802,5.5,25,0.1mM
7821,0.18064,995.3125497,5.5,25,0.1mM
7822,0.190648,961.7401466,5.5,25,0.1mM
7823,0.200655,927.372541,5.5,25,0.1mM
7824,0.210663,892.4446927,5.5,25,0.1mM
7825,0.220671,856.9792453,5.5,25,0.1mM
7826,0.230679,820.7128767,5.5,25,0.1mM
7827,0.240687,783.732211,5.5,25,0.1mM
7828,0.250694,746.0718335,5.5,25,0.1mM
7829,0.260702,708.0543851,5.5,25,0.1mM
7830,0.27071,669.7736099,5.5,25,0.1mM
7831,0.280718,631.4618776,5.5,25,0.1mM
7832,0.290725,593.0439136,5.5,25,0.1mM
7833,0.300733,554.3069926,5.5,25,0.1mM
7834,0.310741,516.3846107,5.5,25,0.1mM
7835,0.320749,477.7920077,5.5,25,0.1mM
7836,0.330757,438.8098393,5.5,25,0.1mM
7837,0.340764,398.1509376,5.5,25,0.1mM
7838,0.350772,356.6187515,5.5,25,0.1mM
7839,0.36078,314.8187661,5.5,25,0.1mM
7840,0.370788,273.4952087,5.5,25,0.1mM
7841,0.380795,233.4762663,5.5,25,0.1mM
7842,0.390803,195.3102288,5.5,25,0.1mM
7843,0.400811,159.586455,5.5,25,0.1mM
7844,0.410819,127.023003,5.5,25,0.1mM
7845,0.420827,97.92454326,5.5,25,0.1mM
7846,0.430834,72.0426254,5.5,25,0.1mM
7847,0.440842,51.6583829,5.5,25,0.1mM
7848,0.45085,35.17694157,5.5,25,0.1mM
7849,0.460858,24.03826484,5.5,25,0.1mM
7850,0.470866,14.82591589,5.5,25,0.1mM
7851,0.480873,7.487657605,5.5,25,0.1mM
7852,0.490881,2.080514174,5.5,25,0.1mM
7853,0.500889,-1.967671867,5.5,25,0.1mM
7854,0.510897,-4.497057745,5.5,25,0.1mM
7855,0.520904,-5.991046295,5.5,25,0.1mM
7856,0.530912,-6.692289947,5.5,25,0.1mM
7857,0.54092,-6.751878161,5.5,25,0.1mM
7858,0.550928,-6.851261459,5.5,25,0.1mM
7859,0.560936,-6.30887815,5.5,25,0.1mM
7860,0.570943,-5.245186165,5.5,25,0.1mM
7861,0.580951,-3.820942015,5.5,25,0.1mM
7862,0.590959,-2.069416673,5.5,25,0.1mM
7863,0.600967,-0.18964,5.5,25,0.1mM
7864,-0.599966,-5.411237109,4.5,35,0.1mM
7865,-0.589958,-5.411237109,4.5,35,0.1mM
7866,-0.57995,-5.411237109,4.5,35,0.1mM
7867,-0.569943,-5.411237109,4.5,35,0.1mM
7868,-0.559935,-5.411237109,4.5,35,0.1mM
7869,-0.549927,-5.411237109,4.5,35,0.1mM
7870,-0.539919,-5.411237109,4.5,35,0.1mM
7871,-0.529911,-5.411237109,4.5,35,0.1mM
7872,-0.519904,-5.411237109,4.5,35,0.1mM
7873,-0.509896,-5.411237109,4.5,35,0.1mM
7874,-0.499888,-5.411237109,4.5,35,0.1mM
7875,-0.48988,8.301065332,4.5,35,0.1mM
7876,-0.479872,37.44707422,4.5,35,0.1mM
7877,-0.469865,63.25995166,4.5,35,0.1mM
7878,-0.459857,98.05563965,4.5,35,0.1mM
7879,-0.449849,164.3999834,4.5,35,0.1mM
7880,-0.439841,216.6973115,4.5,35,0.1mM
7881,-0.429834,276.655042,4.5,35,0.1mM
7882,-0.419826,330.2400103,4.5,35,0.1mM
7883,-0.409818,400.3003901,4.5,35,0.1mM
7884,-0.39981,464.4659985,4.5,35,0.1mM
7885,-0.389802,544.2530796,4.5,35,0.1mM
7886,-0.379795,631.1388306,4.5,35,0.1mM
7887,-0.369787,725.2953687,4.5,35,0.1mM
7888,-0.359779,820.9462573,4.5,35,0.1mM
7889,-0.349771,922.091405,4.5,35,0.1mM
7890,-0.339764,1024.25307,4.5,35,0.1mM
7891,-0.329756,1124.116827,4.5,35,0.1mM
7892,-0.319748,1219.984966,4.5,35,0.1mM
7893,-0.30974,1329.197363,4.5,35,0.1mM
7894,-0.299732,1444.644111,4.5,35,0.1mM
7895,-0.289725,1561.686797,4.5,35,0.1mM
7896,-0.279717,1593.022124,4.5,35,0.1mM
7897,-0.269709,1570.67168,4.5,35,0.1mM
7898,-0.259701,1573.615708,4.5,35,0.1mM
7899,-0.249694,1549.715308,4.5,35,0.1mM
7900,-0.239686,1536.127793,4.5,35,0.1mM
7901,-0.229678,1522.624629,4.5,35,0.1mM
7902,-0.21967,1504.255754,4.5,35,0.1mM
7903,-0.209662,1483.221292,4.5,35,0.1mM
7904,-0.199655,1459.791973,4.5,35,0.1mM
7905,-0.189647,1435.776028,4.5,35,0.1mM
7906,-0.179639,1410.514373,4.5,35,0.1mM
7907,-0.169631,1394.047068,4.5,35,0.1mM
7908,-0.159624,1380.404724,4.5,35,0.1mM
7909,-0.149616,1375.375876,4.5,35,0.1mM
7910,-0.139608,1374.111501,4.5,35,0.1mM
7911,-0.129601,1381.931782,4.5,35,0.1mM
7912,-0.119593,1399.965864,4.5,35,0.1mM
7913,-0.109585,1429.644297,4.5,35,0.1mM
7914,-0.0995774,1466.227141,4.5,35,0.1mM
7915,-0.0895696,1519.094214,4.5,35,0.1mM
7916,-0.0795618,1576.405576,4.5,35,0.1mM
7917,-0.0695541,1637.481167,4.5,35,0.1mM
7918,-0.0595463,1693.701108,4.5,35,0.1mM
7919,-0.0495385,1731.4254,4.5,35,0.1mM
7920,-0.0395307,1766.75386,4.5,35,0.1mM
7921,-0.0295229,1799.78667,4.5,35,0.1mM
7922,-0.0195152,1826.073647,4.5,35,0.1mM
7923,-0.00950739,1804.475037,4.5,35,0.1mM
7924,0.000500388,1728.340715,4.5,35,0.1mM
7925,0.0105082,1650.390623,4.5,35,0.1mM
7926,0.0205159,1572.604819,4.5,35,0.1mM
7927,0.0305237,1492.533367,4.5,35,0.1mM
7928,0.0405315,1399.926082,4.5,35,0.1mM
7929,0.0505393,1300.283208,4.5,35,0.1mM
7930,0.0605471,1195.884624,4.5,35,0.1mM
7931,0.0705548,1089.280146,4.5,35,0.1mM
7932,0.0805626,981.6201416,4.5,35,0.1mM
7933,0.0905704,872.1443652,4.5,35,0.1mM
7934,0.100578,766.6225732,4.5,35,0.1mM
7935,0.110586,662.4157422,4.5,35,0.1mM
7936,0.120594,560.5532007,4.5,35,0.1mM
7937,0.130602,451.2849487,4.5,35,0.1mM
7938,0.140609,343.9821553,4.5,35,0.1mM
7939,0.150617,241.2134824,4.5,35,0.1mM
7940,0.160624,143.827146,4.5,35,0.1mM
7941,0.170632,52.68205225,4.5,35,0.1mM
7942,0.18064,-33.55372144,4.5,35,0.1mM
7943,0.190648,-104.6411445,4.5,35,0.1mM
7944,0.200655,-153.471689,4.5,35,0.1mM
7945,0.210663,-205.9215635,4.5,35,0.1mM
7946,0.220671,-243.9801484,4.5,35,0.1mM
7947,0.230679,-264.8057828,4.5,35,0.1mM
7948,0.240687,-273.7044276,4.5,35,0.1mM
7949,0.250694,-276.2976379,4.5,35,0.1mM
7950,0.260702,-247.9100037,4.5,35,0.1mM
7951,0.27071,-202.1194409,4.5,35,0.1mM
7952,0.280718,-117.3397749,4.5,35,0.1mM
7953,0.290725,-24.42932373,4.5,35,0.1mM
7954,0.300733,139.1845603,4.5,35,0.1mM
7955,0.310741,247.1327339,4.5,35,0.1mM
7956,0.320749,247.1327339,4.5,35,0.1mM
7957,0.330757,247.1327339,4.5,35,0.1mM
7958,0.340764,247.1327339,4.5,35,0.1mM
7959,0.350772,247.1327339,4.5,35,0.1mM
7960,0.36078,247.1327339,4.5,35,0.1mM
7961,0.370788,247.1327339,4.5,35,0.1mM
7962,0.380795,247.1327339,4.5,35,0.1mM
7963,0.390803,247.1327339,4.5,35,0.1mM
7964,0.400811,247.1327339,4.5,35,0.1mM
7965,0.410819,247.1327339,4.5,35,0.1mM
7966,0.420827,247.1327339,4.5,35,0.1mM
7967,0.430834,247.1327339,4.5,35,0.1mM
7968,0.440842,247.1327339,4.5,35,0.1mM
7969,0.45085,247.1327339,4.5,35,0.1mM
7970,0.460858,247.1327339,4.5,35,0.1mM
7971,0.470866,247.1327339,4.5,35,0.1mM
7972,0.480873,247.1327339,4.5,35,0.1mM
7973,0.490881,247.1327339,4.5,35,0.1mM
7974,0.500889,247.1327339,4.5,35,0.1mM
7975,0.510897,247.1327339,4.5,35,0.1mM
7976,0.520904,247.1327339,4.5,35,0.1mM
7977,0.530912,247.1327339,4.5,35,0.1mM
7978,0.54092,247.1327339,4.5,35,0.1mM
7979,0.550928,247.1327339,4.5,35,0.1mM
7980,0.560936,247.1327339,4.5,35,0.1mM
7981,0.570943,247.1327339,4.5,35,0.1mM
7982,0.580951,247.1327339,4.5,35,0.1mM
7983,0.590959,247.1327339,4.5,35,0.1mM
7984,0.600967,247.1327339,4.5,35,0.1mM
7985,-0.599966,-0.483261719,4.5,45,0.1mM
7986,-0.589958,-0.483261719,4.5,45,0.1mM
7987,-0.57995,-0.483261719,4.5,45,0.1mM
7988,-0.569943,-0.483261719,4.5,45,0.1mM
7989,-0.559935,-0.483261719,4.5,45,0.1mM
7990,-0.549927,-0.483261719,4.5,45,0.1mM
7991,-0.539919,-0.483261719,4.5,45,0.1mM
7992,-0.529911,-0.483261719,4.5,45,0.1mM
7993,-0.519904,-0.483261719,4.5,45,0.1mM
7994,-0.509896,-0.483261719,4.5,45,0.1mM
7995,-0.499888,-0.483261719,4.5,45,0.1mM
7996,-0.48988,-0.483261719,4.5,45,0.1mM
7997,-0.479872,14.49122461,4.5,45,0.1mM
7998,-0.469865,26.60106055,4.5,45,0.1mM
7999,-0.459857,48.16216797,4.5,45,0.1mM
8000,-0.449849,101.7398242,4.5,45,0.1mM
8001,-0.439841,141.739541,4.5,45,0.1mM
8002,-0.429834,189.8686426,4.5,45,0.1mM
8003,-0.419826,232.0929922,4.5,45,0.1mM
8004,-0.409818,291.2627686,4.5,45,0.1mM
8005,-0.39981,345.0057275,4.5,45,0.1mM
8006,-0.389802,414.8312354,4.5,45,0.1mM
8007,-0.379795,492.2346631,4.5,45,0.1mM
8008,-0.369787,577.3736816,4.5,45,0.1mM
8009,-0.359779,664.485127,4.5,45,0.1mM
8010,-0.349771,757.5383887,4.5,45,0.1mM
8011,-0.339764,852.0893262,4.5,45,0.1mM
8012,-0.329756,944.8069531,4.5,45,0.1mM
8013,-0.319748,1034.006763,4.5,45,0.1mM
8014,-0.30974,1137.008755,4.5,45,0.1mM
8015,-0.299732,1246.722686,4.5,45,0.1mM
8016,-0.289725,1358.502949,4.5,45,0.1mM
8017,-0.279717,1385.031245,4.5,45,0.1mM
8018,-0.269709,1358.351602,4.5,45,0.1mM
8019,-0.259701,1357.434019,4.5,45,0.1mM
8020,-0.249694,1330.14167,4.5,45,0.1mM
8021,-0.239686,1313.62833,4.5,45,0.1mM
8022,-0.229678,1297.656807,4.5,45,0.1mM
